,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
22555,23031,3,0,3,0,1,Well I'm back on the prowl for a bad bitch
16127,16497,3,1,2,0,1,RT @LaVidaJeannette: I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;
10337,10615,3,0,3,0,1,I got 99 problems but a bitch ain't 1!
22478,22953,3,0,0,3,2,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
5289,5444,3,0,3,0,1,@_BeautifulKeezy yess bitch. Messyyy
15190,15548,3,0,3,0,1,"RT @FezTht70s: A penis lives a sad life: His hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ..."
22169,22638,3,1,2,0,1,Those faggots that keep posting gay ass videos of them cuddling with their gf's on Facebook.
20904,21355,6,1,4,1,1,Smh. Go play dreamcast RT @TheGoodfella_: Hate playing with someone at home on that trash ass default broadcast cam... 2K camera is the goat
5405,5562,3,0,3,0,1,@_icantmiss send that hoe &#128514;&#128514;
7157,7359,3,0,0,3,2,"@thelovemaster ""I'm gonna nip you right in the bud!"""
5334,5490,3,1,2,0,1,@_MostDope95_ Jenny says you're an evil bitch.
5552,5711,3,0,3,0,1,@atheistfront @CutRealty @A_M_Perez @ATHE1STP0WER yea spell check is a bitch... lets stay on topic
20398,20844,3,0,3,0,1,RT @yasminmarie23: When you realize you got no hoes http://t.co/s5YVAv8G7l
7600,7815,3,1,2,0,1,All my white school teachers back in elementary knew not to give me no pussy. I'm telling all of my niggas.
3401,3489,3,3,0,0,0,@Hovaa_ shut up lizard faggot nigger cunt
12719,13035,3,0,3,0,1,Man I hope she don't think I think she a hoe. @lezgnik
20444,20890,3,0,3,0,1,RT @zerohedge: Full retard: NAR blaming slow April sales on winter weather.
16114,16484,6,0,0,6,2,RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996
11572,11866,3,0,3,0,1,"If she'll tell you she's a ""badd bitch"" then listen.

She's bad for your health!"
8762,9006,3,0,2,1,1,"Do you ever look zayn and be like ""he cunt be reel""

 #EMABiggestFans1D"
191,193,3,1,2,0,1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"
24520,25027,6,0,6,0,1,the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that
14583,14932,3,0,2,1,1,RT @CallMeRenee_: @1inkkofrosess hey hoe
19750,20189,3,1,2,0,1,RT @nicky0472: @rickahyatt @1visionamd who better 2 b the Manchurian candidate. Think abt it we bitch abt his policy and he screams racism.&#8230;
17605,18004,3,0,0,3,2,RT @That1guyJeff: RT @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowJMbW0
21776,22242,3,0,3,0,1,These hoes aint loyal &#128076;
14304,14646,3,0,3,0,1,RT @BandManKevo: Never catch feelings for a dumb bitch.
22472,22947,3,0,3,0,1,Want some cheese with that whine bitch ?!
18294,18701,3,0,3,0,1,RT @_James_Kirby_: The bigger the hoops the bigger the hoe #jerryspringer #classic #truthhurts
24653,25165,3,0,1,2,2,"wearing pajamas tonight 4 da gook 
UDigg 

Grey day"
5662,5823,3,0,3,0,1,@briere_alex bout time bitch
23895,24392,3,0,2,1,1,"happy bro, happy ho: ""Happy husband key to marriage? U of C study thinks so"" | http://t.co/KkNd87Mv4b http://t.co/kag0xFDd1S"
19318,19747,3,0,3,0,1,RT @jakesiwy: @bhasfurter pussy
3831,3941,3,0,3,0,1,@KingHorseDick that hoe skilled
18642,19054,6,0,5,1,1,RT @bella_chuchi: You hoes ain't got no manners.
24645,25156,3,1,2,0,1,watch out for these foul hoes and flagrant niggas!
16570,16950,3,0,3,0,1,"RT @MyGirlCanNOT: Bitches be 14, 15 acting 21&#128129;&#128129;
Throwing the pussy like they 32&#128105;
Turning up &#128070; like they 25 &#128111;&#128111;
But can't pass algebra 1?&#128557;&#128514;&#128128;&#9995;"
5472,5630,3,0,3,0,1,@airam12_ Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao
20335,20781,3,0,3,0,1,RT @wojtata: Huntley High School is the most retarded high school ever.
13231,13558,3,0,3,0,1,Never messed with a hoe that went to jail unless I didn't know her last name
8826,9071,3,1,2,0,1,Don't trust a bitch who's nail polish is chipping off.
23502,23993,3,0,0,3,2,Your grammar is trash.
7917,8138,3,0,3,0,1,Bad bitches hate broke niggaz.
7082,7280,3,0,3,0,1,"@stackmodus Oh, yeah, the HPV shot swells like a bitch. Put some ice on it for a bit if you want, it'll go down eventually."
11087,11373,3,0,3,0,1,I wish I smoked so I could hit more smoker loser hoes
9654,9918,3,0,2,1,1,Happy Columbus Day!!! Just be glad we wasn't usin' #weavetrip to rope the sails. SERIOUSLY THO&gt; That shit would be #wigger&gt;
10350,10628,3,0,3,0,1,"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &#9829;"
22967,23448,3,1,2,0,1,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
15104,15462,3,0,0,3,2,"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;"
13056,13376,3,0,3,0,1,My life is going to a bitch for 6 short weeks
15357,15720,6,2,4,0,1,RT @GoatRapLines: When Wale said.....nvm that nigga trash
11361,11652,3,0,3,0,1,I'm pretty sure I've never sat in the friend zone waiting for pussy. You gotta put your dick on the table and see what happens
6340,6522,3,0,2,1,1,@karlamorenoo just look for the realest niggah on rosecrans that be me lol
6751,6939,3,0,3,0,1,@nataleovrerytng hoes these days
9334,9591,3,0,3,0,1,Fucking pussy bruh lol
20868,21319,3,0,1,2,2,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW"
21688,22152,6,0,5,1,1,There you go acting like a hoe &#128530;
2161,2206,3,0,3,0,1,"+ 1 RT @RayThaGawd: &#8220;@_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me"""
3435,3525,3,0,3,0,1,@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..
1863,1901,3,0,2,1,1,&#8220;@nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/ZDf98BpF94&#8221;
23271,23755,3,0,3,0,1,You can buy my fucking life and you've never even broken a sweat stop crying bitch @KylieJenner http://t.co/cipWztVnUo
22593,23069,3,0,0,3,2,What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.
15462,15826,3,0,2,1,1,"RT @Heissarcastic: ugly people : taken &#128143; 

nerds : taken &#128143; 

hoes : taken &#128143; 

everybody : taken &#128143; 

me : &#128694;"
13885,14224,3,0,3,0,1,Poppy give me discounts bitch i get it for the lowww!!!....naw fareal tho
18485,18894,3,0,3,0,1,RT @_posterboi: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;
21519,21981,3,0,3,0,1,The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with
19353,19782,3,0,0,3,2,RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;
14295,14637,3,0,3,0,1,RT @BallOut057: @1stBlocJeremiah when I'm 18 them bitches getting erased &#128588;
5039,5189,3,0,3,0,1,@TrippinC @nuteIla &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128514;&#128514; that hoe is like 5'8.
2282,2327,3,0,2,1,1,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite.."
12406,12718,3,0,3,0,1,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;
1838,1876,3,0,2,1,1,&#8220;@lifeof_brandon: @100046729 we'll be together&#128521;&#8221;yu gt a job hoe.
4842,4982,3,0,3,0,1,"@Tabather_S So was I cunt, welcome to twitter"
7858,8079,3,0,3,0,1,"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch"
14500,14848,3,0,3,0,1,"RT @BrosConfessions: ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called &#8230;"
14769,15123,3,2,1,0,0,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
6080,6255,3,0,3,0,1,@helliesmalls @Huntermoore crazy bitch why
8575,8812,3,2,1,0,0,Cute ass niggah. http://t.co/h0SQoPTYfX
6528,6711,3,2,1,0,0,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha
5755,5919,3,0,3,0,1,@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!
1428,1458,3,0,3,0,1,&#8220;@MsFoxyBaby: #ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles&#8221; truuuuuu
16989,17379,3,0,3,0,1,RT @RIPvuhsace: Math is fucking useless.... algebra 2 not gon help me pull bitches the fuck....
23402,23889,3,0,3,0,1,You said that's yo bitch but that bitch look fu &#128551;
3081,3159,3,0,3,0,1,"@Dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap, u couldn't rap if your life depend on it"
6980,7176,3,0,0,3,2,@savannahx___ negative slopes aka a chart of my grades in math
6033,6207,3,0,3,0,1,@goldielocks512 Bitch pussy
15290,15650,3,0,3,0,1,"RT @FunnyPicsDepot: bitches be like ""I'm a virgin"" http://t.co/mFDwXmg8ic"
1254,1282,3,0,3,0,1,&#8220;@FreeBlizz_ICBC: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing
12786,13103,3,0,3,0,1,Maybe I'm just some bitter ass nigguh like Obito
23235,23719,3,0,3,0,1,You ain't squad lil bitch
4087,4209,3,0,3,0,1,@MichhelleAshley up your ass you little twat*
20803,21254,3,0,0,3,2,Should I take a nap though too kill a mocking bird or nah?
31,31,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;"
18050,18454,3,0,3,0,1,"RT @WhatTheFFacts: There is a company which sells menstrual pads for pet dogs called ""bitch diapers""."
3622,3720,3,0,3,0,1,"@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11, you just a hater"
18518,18927,3,0,3,0,1,"RT @agonyquotez: If i had a dollar for every bobby pin I've lost, I'd be one rich bitch"
22910,23390,3,0,3,0,1,Why would you date an ugly girl who is also a huge bitch?
17055,17445,3,0,3,0,1,RT @RealErik_95: Don't worry about my old bitch or my next bitch
11742,12041,3,0,3,0,1,Im not tongue kissing these bitches tho
17082,17472,3,1,2,0,1,RT @ReevesJunya: bitch ass niggas claim to be yo homies then get on dirt .. All bitch ass niggaa can die slow
14759,15113,3,0,3,0,1,RT @CommonWhiteGrl: mom why can't u just accept me for the bad bitch i am
9389,9647,3,2,1,0,0,Gay ass nigga &#128514;&#128514; bitch you thought you thought
9274,9530,3,2,1,0,0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!
5933,6103,3,1,2,0,1,@eonline she looks like a real dyke now
21060,21513,3,1,2,0,1,Somebody tell these pussy niggas I got em
23177,23661,6,0,6,0,1,Yo bitch choosin just let her http://t.co/zg6X4gDyRZ
8291,8521,3,0,3,0,1,Call of duty out this bitch
18606,19017,3,0,3,0,1,"RT @b_kolinskyy: ""Drop that bitch"" -@j_hikes on the atomic bomb"
21664,22127,3,0,0,3,2,Then Zerah the Cushite came against them with an army of one million men and 300 chariots. They came as far as Mare&#8230; http://t.co/LpbeB04j4r
2225,2270,3,0,3,0,1,1wayhustle come get signed bitch we self paid.
18064,18468,3,1,2,0,1,"RT @WhitneyNoCrack: Die slow bitch ""@Thotcho: That&#8217;s @WhitneyNoCrack RT @tonestradamus: Scary accurate http://t.co/dX79NXklL9"""
12193,12504,6,0,6,0,1,"Karma a bitch, but she can't figure me out with the shit im doing.."
20585,21033,3,0,3,0,1,SEE!! I TOLD y'all Nikko was holding her ass up!! That bitch ain't got no upper body strength!!!
5900,6068,3,1,2,0,1,@ebgbz1 @RussellTpot This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths)
3839,3949,3,0,0,3,2,"@KingLuger carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca"
8661,8900,3,0,3,0,1,"Dave Chappelle turned into a BEAST! he WISHES someone would tell him ""I'm Rick James bitch"" so he can whoop that ass! http://t.co/eISMe6kXks"
11949,12253,3,0,3,0,1,It's hot and my allergies are killing &#128553; I feel like a little bitch &#128514;
5284,5439,3,0,3,0,1,@_BatGangBitchh no hoe
9806,10073,3,0,2,1,1,Hey morons at #foxnews and #foxandfriends was it political when Bush raised terror threat right before the election? LMAO at u #teabaggers
22929,23409,3,0,3,0,1,Will you sell that pussy for me ?
18120,18525,3,0,3,0,1,RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1
22547,23023,3,0,3,0,1,Weef fitm is that life fuck flappy bird
5045,5195,3,0,3,0,1,@Tristine214 I swear des hoes just making up challenges now
9651,9914,3,0,3,0,1,Happy Birthday nigguh keep your blunts fat and your cups filled :) @BigDaddySniper
4194,4318,3,0,0,3,2,"@MrsZookeeper @Cornfrmr When Mary asked him about it, said ""the part you eat is white-you throw the yellow away"""
18451,18860,3,0,3,0,1,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;
13292,13620,3,1,2,0,1,Nigga payback's a bitch..!
673,683,3,0,3,0,1,#BestSongToHaveSexTo bitches love sosa #bangbang
379,384,3,1,0,2,2,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn"
22569,23045,3,1,2,0,1,Well your a little cunt !
16446,16822,6,0,6,0,1,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP
14696,15048,3,0,0,3,2,RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;
24644,25155,3,0,3,0,1,"was just informed that ""crunk ain't dead ho!""&#8230; lol okay sure"
8527,8763,3,0,2,1,1,Corey is trash
21452,21914,3,0,3,0,1,That's most niggas RT @TheVoiceOfMiami: Fucking with the wrong bitches got me cold as ice...
20967,21418,6,0,6,0,1,"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch"
13438,13769,3,0,3,0,1,Not about to play these games with this bitch
21139,21595,3,1,2,0,1,Start punching hoes in they esophagus and shit.
467,475,3,0,3,0,1,"""I call him my bitch"" @MaKennaM_"
13245,13572,3,0,3,0,1,Never will we be an item. Psycho bitch!
22028,22495,3,0,0,3,2,"This does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore"
558,567,3,0,3,0,1,"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" @xErnee18"
3395,3483,3,0,3,0,1,@HoskinsTy96 dammit now I'm the only one with a fucked up tranny....
4276,4403,3,0,3,0,1,@NikkiNigro22 lucky bitch!&#128545;
15787,16156,6,1,5,0,1,RT @Jazzy_Blow: i can't never keep no bitch cause i put them hoes out
3639,3738,3,0,3,0,1,"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended"
22455,22930,3,0,3,0,1,Wait. What in the mudda cunt hypocrisy
12112,12421,3,0,0,3,2,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
13902,14241,3,0,3,0,1,Pressed for pussy no ...I get too many freebies
21205,21665,3,1,2,0,1,"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth"
15709,16077,3,0,3,0,1,RT @JLewyville: &#128563; @Treslyon: Keyair angels &amp; female party promoters are not for me.. Most party promoters are hoes &amp; them angel bitches are&#8230;
20342,20788,6,1,5,0,1,"RT @worley_7: Enough with the mind fuck and pass me the fucking nachos, cunt."
17428,17825,3,0,3,0,1,"RT @StevStiffler: The nicer you are, the easier you're hurt. So just be a bitch"
15963,16332,3,0,3,0,1,"RT @KattWilliams: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby"
16900,17287,3,0,3,0,1,"RT @Pinche_Adina: ""@StayWavyBruh: These hoes getting pregnant just to put some shit like ShaqualidaeMommy, BarackeishaMommy in they IG Bio&#8230;"
13019,13338,3,0,2,1,1,"My dads side of the family is ghetto af, my moms side if the family all prim and proper. Haha"
1568,1603,9,1,8,0,1,"&#8220;@TinnyTimm: &#9994;&#128558; u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch&#8221; how guys say ""I love you"" &#128527;"
5603,5762,3,0,2,1,1,"@bernadettvajda they always put gingers in red, yellow, or leopard print."
6172,6349,3,0,3,0,1,@insta_trixx @itsjustlindaa @_xojaclyn my name is ollie bitch
6708,6896,3,0,1,2,2,@mobilesuitwaifu All the helmets in Destiny are trash. I wish I could just rock an invisible bubble instead. Hunters look like Robocop.
23380,23866,3,1,2,0,1,You must be retarded &#8220;@YahAriah: &#8220;@septicaIs: Quote with a thirst trap &#128520;&#8221;&#128069;&#128069;&#128069; http://t.co/qPZx198vNt&#8221;
13366,13696,6,0,5,1,1,Night bitches. &#9996;
14058,14398,3,0,0,3,2,RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;
5544,5702,3,0,3,0,1,@ashleyrike sick bitch!!
19060,19485,3,0,3,0,1,"RT @gotmollylove: girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me."
98,99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople"
8231,8458,3,2,1,0,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life
13832,14171,3,0,3,0,1,Photo: No filtering bitches. &#128128;&#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj... http://t.co/a9K3hJJGg9
